mag x, mag y, mag z, freq
0.002467155457,1.967455625534,0.214239716530,0.00000
0.000642928877,0.000203897027,0.000273805577,0.37219
0.000699249329,0.000408586464,0.000437643292,0.74438
0.000218456320,0.000562669418,0.000231662212,1.11657
0.001334059634,0.000769742008,0.000328070571,1.48876
0.000249943056,0.000227324563,0.000309103634,1.86095
0.000694386603,0.000462960626,0.000073660682,2.23314
0.000341938634,0.000638017722,0.000311747950,2.60534
0.000627076719,0.000494290318,0.000227446319,2.97753
0.000665488536,0.000826074975,0.000419724325,3.34972
0.000552861369,0.000679170713,0.000233099898,3.72191
0.000175277266,0.000381794991,0.000121800003,4.09410
0.000123483143,0.000396463874,0.000240414418,4.46629
0.000520104135,0.000546010968,0.000365313375,4.83848
0.000516198925,0.000625468034,0.000267488591,5.21067
0.000553587801,0.000491978077,0.000534030958,5.58286
0.000220104688,0.000551674108,0.000231329002,5.95505
0.000700753881,0.000090639413,0.000478131551,6.32724
0.000218790941,0.000305324560,0.000365673244,6.69944
0.000064934189,0.000108495740,0.000039876926,7.07163
0.000679002493,0.000221086812,0.000316215504,7.44382
0.000398073142,0.000746261678,0.000085552834,7.81601
0.000656242715,0.000822774658,0.000627023750,8.18820
0.000369384943,0.000488947029,0.000720853219,8.56039
0.001483549597,0.000035912824,0.001783646294,8.93258
0.000997039955,0.000267441268,0.000917451747,9.30477
0.000452990789,0.001171021373,0.001210497809,9.67696
0.001136725070,0.000805845484,0.000914509001,10.04915
0.000867354975,0.001003127079,0.001137305168,10.42134
0.000377521297,0.000710619206,0.000270226767,10.79353
0.001217777259,0.001255894429,0.001504629618,11.16572
0.001005866099,0.001690938720,0.001095056417,11.53792
0.002834521467,0.002901158994,0.003911775071,11.91011
0.004776616581,0.005361564457,0.002292946214,12.28230
0.002265413757,0.003583273618,0.003638401162,12.65449
0.001857338008,0.002319768304,0.001713499893,13.02668
0.001294032671,0.001007915242,0.000647014240,13.39887
0.000869956857,0.001180409687,0.001873758156,13.77106
0.001261948841,0.001138740568,0.000520709902,14.14325
0.000965330459,0.000343218504,0.000658481847,14.51544
0.000797539833,0.000866666203,0.000284809939,14.88763
0.000293432618,0.000344109256,0.000431509106,15.25982
0.001154945814,0.000817784807,0.000305550697,15.63202
0.001309488900,0.001177669154,0.000173467037,16.00421
0.000779934286,0.001215548953,0.000538760738,16.37640
0.001261273865,0.000506901590,0.000682580983,16.74859
0.002283815062,0.001180275227,0.000278240128,17.12078
0.003315878566,0.001321943710,0.000359406025,17.49297
0.001465346897,0.001373959240,0.000419296382,17.86516
0.000805324409,0.001478730352,0.000254797604,18.23735
0.001665689866,0.001429429627,0.000668933266,18.60954
0.003954536747,0.009046546184,0.003109076759,18.98173
0.000386787840,0.003333328292,0.000995982555,19.35392
0.000266927353,0.001803061692,0.000711145287,19.72611
0.000260133907,0.001182277920,0.000484288612,20.09830
0.000256627245,0.000712621200,0.000213266758,20.47050
0.000864803151,0.000521220674,0.000237943401,20.84269
0.000982331345,0.001221552608,0.000269943121,21.21488
0.001086396049,0.002000921173,0.000679276127,21.58707
0.001064797980,0.001069107209,0.000474754372,21.95926
0.001354407286,0.001435407903,0.000137869749,22.33145
0.003647311358,0.002217810368,0.000417491246,22.70364
0.004158673808,0.000796758279,0.000418956217,23.07583
0.002764944220,0.003049302381,0.000328766328,23.44802
0.005333734211,0.001488381997,0.000079662037,23.82021
0.003150583245,0.001059404225,0.000471870968,24.19240
0.005150347482,0.001848842134,0.000999277341,24.56459
0.005460840184,0.001386343851,0.000892205746,24.93679
0.005175843835,0.001158285071,0.001187926391,25.30898
0.002707702108,0.000602286309,0.000565826427,25.68117
0.000230738849,0.000755933463,0.000266286457,26.05336
0.000225236814,0.000422610814,0.000389285240,26.42555
0.001117072999,0.000484511926,0.000292433222,26.79774
0.000510423735,0.000507891004,0.000297951483,27.16993
0.000660557707,0.000541349233,0.000280239445,27.54212
0.000878124498,0.000632775365,0.000201707517,27.91431
0.001257770346,0.000543630566,0.000364125677,28.28650
0.000814572093,0.000597610604,0.000112003523,28.65869
0.000121102639,0.000866218761,0.000322314154,29.03089
0.000922737585,0.000435225928,0.000447057449,29.40308
0.000161233300,0.000315476704,0.000245192699,29.77527
0.000159665389,0.000201485775,0.000249704375,30.14746
0.000446415041,0.000329677539,0.000312188378,30.51965
0.001210992225,0.000246503361,0.000320243504,30.89184
0.000651569921,0.001218653168,0.000375401782,31.26403
0.000705498096,0.001017318224,0.000371041388,31.63622
0.000127938620,0.000226978256,0.000417295349,32.00841
0.000534460065,0.000727107632,0.000096151220,32.38060
0.000431573106,0.000407865620,0.000268113625,32.75279
0.000617944344,0.000360106613,0.000340054685,33.12498
0.001000227290,0.000530584890,0.000148330437,33.49717
0.002168660983,0.001058310503,0.000637968536,33.86937
0.002354979748,0.000797360262,0.000662929262,34.24156
0.002659643069,0.001217760146,0.000565818162,34.61375
0.000575808575,0.001007907093,0.000780314149,34.98594
0.000670742767,0.000303443347,0.000370102876,35.35813
0.000677418604,0.000892552664,0.000649995520,35.73032
0.000936192053,0.000457269140,0.000373552786,36.10251
0.000423124991,0.000182473319,0.000551892619,36.47470
0.001411373611,0.000419182616,0.000137934752,36.84689
0.002168919193,0.000798005087,0.000271431374,37.21908
0.001936404617,0.000373445044,0.000768518774,37.59127
0.000383047474,0.001486850088,0.000642642321,37.96347
0.000959265803,0.000865449489,0.000560868881,38.33566
0.000493311964,0.001125547336,0.000140218748,38.70785
0.000907921058,0.000942921906,0.000336688536,39.08004
0.001515069744,0.001053529093,0.000534504536,39.45223
0.000879717642,0.000962478050,0.000252555998,39.82442
0.000676768424,0.000489277241,0.000110890760,40.19661
0.000883045723,0.000596748549,0.000269905635,40.56880
0.000687132240,0.000143490426,0.000334144948,40.94099
0.000971313042,0.000035753859,0.000713955029,41.31318
0.000119393160,0.000275059982,0.000397353870,41.68537
0.000843024347,0.000779225316,0.000107125132,42.05756
0.000724771817,0.001108381548,0.000341689360,42.42976
0.000801548187,0.000662300852,0.000104832463,42.80194
0.000592421158,0.000764182711,0.000322536740,43.17414
0.000350024580,0.000617831538,0.000461735413,43.54633
0.001022727927,0.000638772908,0.000226919103,43.91852
0.000831425656,0.000809975143,0.000370330818,44.29071
0.000568797521,0.001188920694,0.000088427216,44.66290
0.000895556936,0.001043675002,0.000383437058,45.03509
0.001681618858,0.000933538482,0.000503810588,45.40728
0.005138416309,0.002118893666,0.001517033321,45.77947
0.010977922007,0.004712393507,0.001924555865,46.15166
0.015049970709,0.005374445114,0.002666139510,46.52385
0.011107974686,0.004506917205,0.002880795160,46.89605
0.006632677279,0.000640104234,0.001607541693,47.26823
0.005932011176,0.001624943339,0.000446666148,47.64043
0.007094893139,0.002648690483,0.000976541894,48.01262
0.005129107274,0.002290180884,0.000513953040,48.38481
0.007164493203,0.004051079974,0.000475552893,48.75700
0.004826966673,0.001510748407,0.000190244406,49.12919
0.001331723761,0.000627195812,0.000284541922,49.50138
0.001592900488,0.001991813304,0.000412924041,49.87357
0.001439001178,0.001719305990,0.000241849266,50.24576
0.002162583638,0.000195411660,0.000110987246,50.61795
0.000632409356,0.000710593013,0.000102040562,50.99014
0.001125272713,0.000551970268,0.000460480631,51.36234
0.000584485359,0.000708899752,0.000233129744,51.73453
0.000732954126,0.000976368785,0.000250712299,52.10672
0.001280763885,0.001080512069,0.000112542933,52.47891
0.001245230087,0.001362194889,0.000200692215,52.85110
0.000712781039,0.001105013886,0.000303511100,53.22329
0.000924471766,0.001185670844,0.000328124821,53.59548
0.001435427926,0.001101074973,0.000167999999,53.96767
0.001742819557,0.001376347383,0.000156439724,54.33986
0.002142337617,0.001189220115,0.000452674954,54.71205
0.002185217338,0.001825196203,0.000169842810,55.08424
0.000886095222,0.001424850081,0.000225467520,55.45643
0.003379981266,0.002266334370,0.000287419418,55.82862
0.001433793106,0.003201497719,0.000683716091,56.20082
0.001384497853,0.002384482417,0.000848063268,56.57301
0.003267909167,0.003421196947,0.000521987851,56.94520
0.003963771742,0.004131376278,0.000074678421,57.31739
0.005530600436,0.006288809236,0.000453777699,57.68958
0.008262361400,0.008345902897,0.000773308275,58.06177
0.012842784636,0.014624508098,0.000929412083,58.43396
0.025403773412,0.030572727323,0.002692827256,58.80615
0.040252223611,0.045326527208,0.004278044682,59.17834
0.016951708123,0.018436962739,0.001692471677,59.55053
0.008049002849,0.008696073666,0.000701464072,59.92273
0.004655973054,0.005736230873,0.000688595581,60.29491
0.003627035767,0.004349131137,0.000166768063,60.66711
0.003770868294,0.003819487756,0.000584778551,61.03930
0.003089719452,0.002679250669,0.000384888699,61.41149
0.002115166513,0.002461767988,0.000630262075,61.78368
0.000954152143,0.001973988255,0.000449930580,62.15587
0.001415431383,0.002274007304,0.000477959285,62.52806
0.002040331718,0.001663866104,0.000518512039,62.90025
0.001474915887,0.002151645720,0.000403591490,63.27244
0.001211484778,0.001487814588,0.000278093677,63.64463
0.001478075865,0.001385958865,0.000385361520,64.01682
0.001419497887,0.001355554210,0.000311905722,64.38902
0.000839716988,0.001249780413,0.000217816152,64.76121
0.002091257833,0.001353567583,0.000167241888,65.13339
0.000890536758,0.000728595653,0.000449911779,65.50558
0.000636614917,0.000997954397,0.000452826353,65.87778
0.001473872457,0.000731779030,0.000291012286,66.24997
0.000496973866,0.000906221045,0.000246136944,66.62216
0.001037104055,0.000909860886,0.000190149585,66.99435
0.000500168535,0.001110555837,0.000510318961,67.36654
0.000836460094,0.000833685335,0.000278302818,67.73873
0.000606965914,0.001014230074,0.000307623734,68.11092
0.001439409447,0.001192129101,0.000782600429,68.48312
0.001415629173,0.000972367299,0.000269169832,68.85530
0.000347733090,0.000855116465,0.000188810285,69.22749
0.000179441151,0.000339143066,0.000297761755,69.59969
0.000406852429,0.000078387056,0.000357281067,69.97188
0.000807862787,0.000651408336,0.000301302643,70.34407
0.000588420313,0.000536761247,0.000316215708,70.71626
0.001236367039,0.000331520307,0.000174486675,71.08845
0.001208912465,0.000381858292,0.000315115758,71.46064
0.000936226337,0.000641095394,0.000726192666,71.83283
0.000829054799,0.001198033104,0.000280768931,72.20502
0.000604700355,0.000457495713,0.000249129167,72.57721
0.000911530457,0.001005689497,0.000300914544,72.94940
0.001327612204,0.000884819950,0.000278612511,73.32159
0.000133616777,0.000448295206,0.000555452367,73.69379
0.000524669769,0.000240644964,0.000291652686,74.06598
0.001194335055,0.000392206071,0.000172948086,74.43816
0.001345993602,0.000018884386,0.000330279378,74.81036
0.000045870791,0.000251732359,0.000457248796,75.18255
0.000409533968,0.000604883477,0.000284245965,75.55474
0.000552255893,0.000786184159,0.000377860124,75.92693
0.000628212118,0.000418498676,0.000451904227,76.29912
0.000883935136,0.000339278107,0.000220297559,76.67131
0.000696444418,0.000056350480,0.000437411276,77.04350
0.001720001572,0.000767728023,0.000199829228,77.41570
0.000942614744,0.000500658934,0.000464739453,77.78789
